                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.17397,                0.85071,                0.96212,                0.96024,                 0.9813,                0.99413,                0.99134,                0.18015,                 0.4463,                0.30205,               0.070048,               0.003328,               0.003328
